AVL ID,Parameter Name,flespi Parameter Path,Data Type,Units,Description,Notes / Source
10226,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10226,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10227,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10227,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10228,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10228,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10229,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10229,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10230,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10230,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10231,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10231,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10232,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10232,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10233,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10233,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10234,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10234,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10235,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10235,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10298,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10298,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10299,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10299,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10300,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10300,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10301,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10301,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10302,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10302,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10303,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10303,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10304,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10304,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10305,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10305,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10306,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10306,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10307,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10307,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10308,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10308,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10309,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10309,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10310,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10310,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10311,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10311,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10312,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10312,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10313,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10313,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10314,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10314,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10315,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10315,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10316,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10316,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10317,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10317,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10318,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10318,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10319,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10319,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10320,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10320,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10321,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10321,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10322,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10322,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10323,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10323,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10324,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10324,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10325,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10325,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10326,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10326,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10327,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10327,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10328,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10328,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10329,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10329,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10330,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10330,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10331,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10331,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10332,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10332,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10333,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10333,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10334,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10334,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10335,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10335,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10336,manual.can,manual.can,number,N/A,Indexed Manual CAN parameter value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10336,manual.can.hex,manual.can.hex,string,N/A,Indexed manual CAN parameter value in HEX representation,"flespi Teltonika protocol page, last retrieved 2025-11-28"
